client_name,timestamp,store_id,review,rating
Christina Jackson,2023-09-04 23:02:35,356,The worst experience ever!,1
Alison Mills,2023-09-04 03:40:09,151,Will come again.,4
Michael Christensen,2023-09-04 00:35:24,378,It was okay.,3
Dr. Traci Gordon,2023-09-04 04:53:04,358,Good value for money.,4
Travis Johnson,2023-09-02 06:53:25,438,Impressive attention to detail.,5
Gina Ray,2023-09-02 16:04:39,377,Okay for the price.,3
Nicole Johnson,2023-09-03 01:56:27,509,Very happy!,5
Marvin Holt,2023-09-03 14:30:13,428,Frustrating experience.,1
Jennifer Martin,2023-09-01 10:26:16,130,Service was decent.,3
Michael Baker,2023-09-02 12:22:27,316,A bit disappointing.,2
Tiffany Juarez,2023-09-03 10:40:05,439,Okay for the price.,3
Craig Brown,2023-09-02 06:59:08,508,Highly recommended!,5
Gerald Gonzalez,2023-09-02 05:32:56,342,Disastrous visit!,1
Cody Cruz,2023-09-01 08:50:03,98,I'm not impressed.,2
Monique Cisneros,2023-09-03 05:46:05,46,I'm not impressed.,2
Kimberly Wolfe,2023-09-04 19:42:14,236,Perfect ambiance!,5
Louis Williams,2023-09-03 13:45:13,310,Excellent service!,5
Christopher Fletcher,2023-09-01 19:08:47,172,Unpleasant staff.,1
Kathy Weaver,2023-09-01 12:43:53,526,Couldn't have been better!,5
Mr. Matthew Duncan,2023-09-01 21:51:37,399,Unpleasant staff.,1
Susan Miles,2023-09-02 18:11:39,268,I'm satisfied.,4
Cynthia Ryan,2023-09-03 15:24:35,291,Pretty good!,4
Christy Mendoza,2023-09-04 11:34:24,41,Neither good nor bad.,3
Monique Cisneros,2023-09-02 21:59:07,273,The worst experience ever!,1
Michael Carter,2023-09-02 12:40:07,166,Friendly staff.,4
Carolyn Myers,2023-09-03 01:22:24,154,Perfect ambiance!,5
Donna Branch,2023-09-01 23:39:36,403,I'm not impressed.,2
David Blackwell,2023-09-03 19:39:38,19,Frustrating experience.,1
Matthew Ali,2023-09-01 09:20:07,205,Service was swift.,4
Alexis Miller,2023-09-03 23:08:42,397,Horrible service!,1
Timothy Burns,2023-09-01 17:10:23,256,Average service.,3
Christine Sloan,2023-09-04 19:26:05,147,Expected better.,2
Walter Palmer,2023-09-03 21:35:55,292,Typical visit.,3
Christopher Fletcher,2023-09-02 11:16:26,380,I regret coming here.,1
Mary Collins,2023-09-04 21:53:08,258,Couldn't have been better!,5
Christopher Reid,2023-09-02 19:39:42,112,Excellent service!,5
Cynthia Brown,2023-09-04 23:53:19,527,Disastrous visit!,1
Lisa Shelton,2023-09-01 17:16:54,91,Exceptional service!,5
Douglas Mccann,2023-09-03 05:39:16,138,It was fine.,3
Ryan Dixon,2023-09-04 04:28:35,200,I'll definitely be back.,5
Melanie Fowler,2023-09-04 11:50:47,19,Exceptional service!,5
Ricardo Miller,2023-09-02 03:26:01,190,Better than I expected!,4
Monique Cisneros,2023-09-04 00:28:28,21,Highly recommended!,5
Mr. Daniel Coleman,2023-09-01 07:40:48,362,Typical visit.,3
Kelsey Peck,2023-09-04 07:25:05,118,Friendly staff.,4
Christine Gray,2023-09-01 18:53:58,302,Quite enjoyable!,4
Rachel Melton,2023-09-04 09:36:29,380,Very dissatisfied!,1
Louis Valdez,2023-09-03 00:35:45,276,Okay for the price.,3
James Blevins,2023-09-01 17:46:32,296,Okay for the price.,3
Steve Martinez,2023-09-01 14:09:58,354,I'll definitely be back.,5
Elizabeth Hicks,2023-09-03 14:56:23,306,Perfect ambiance!,5
Justin Flores,2023-09-04 23:37:43,335,Waste of time.,1
Rebecca Woodward,2023-09-01 08:46:18,26,Waste of time.,1
Kayla Murphy,2023-09-02 14:30:40,18,Horrible service!,1
Shelby Hall,2023-09-02 18:47:47,62,It was fine.,3
Craig Brown,2023-09-04 20:30:26,475,The worst experience ever!,1
Carla Graves,2023-09-04 21:54:04,299,Disastrous visit!,1
Walter Palmer,2023-09-01 04:03:40,160,Expected better.,2
Travis Stephens,2023-09-01 13:46:19,163,Average service.,3
Amanda Cooper,2023-09-04 07:53:13,413,Impressive attention to detail.,5
Lisa Sellers,2023-09-02 04:06:14,390,Perfect ambiance!,5
Tiffany Grant,2023-09-04 16:34:56,56,Impressive attention to detail.,5
Jennifer Adams,2023-09-03 19:51:43,434,Won't come again.,1
Justin Flores,2023-09-04 10:07:27,358,Had higher expectations.,2
Jamie Wiley,2023-09-04 11:24:21,42,Good value for money.,4
Angela Anderson,2023-09-01 12:26:11,361,Neither good nor bad.,3
Nicholas Wood,2023-09-02 07:23:27,53,Excellent service!,5
Ryan Hoffman,2023-09-04 16:39:42,425,Waste of time.,1
Edward Perry,2023-09-01 18:13:54,37,Took too long.,2
Stephanie Nguyen,2023-09-03 00:39:25,295,Highly recommended!,5
Thomas Daniels,2023-09-04 16:24:45,456,I'll definitely be back.,5
Lindsay Bates,2023-09-03 18:47:06,497,Pretty good!,4
Mary Gonzalez,2023-09-03 10:27:37,335,Wasn't disappointed but wasn't impressed either.,3
Lauren Olson,2023-09-04 07:44:17,293,Excellent service!,5
Robin Cook,2023-09-04 19:40:39,209,Very dissatisfied!,1
Matthew Carson,2023-09-03 07:24:58,170,Better than I expected!,4
Max Thomas,2023-09-02 06:30:08,236,I'll definitely be back.,5
Becky Cruz,2023-09-02 15:01:09,82,"Nothing to complain about, but nothing great either.",3
Victoria Walker,2023-09-01 06:24:35,201,I regret coming here.,1
Brooke Short,2023-09-02 10:14:54,158,"Nothing to complain about, but nothing great either.",3
Matthew Carson,2023-09-02 23:23:33,477,Service was swift.,4
Lindsey Evans,2023-09-01 17:20:29,472,Had higher expectations.,2
Regina Black,2023-09-01 19:42:40,466,Average service.,3
Sue Garcia,2023-09-02 16:23:50,480,Good value for money.,4
Stephanie King,2023-09-04 15:05:38,208,Frustrating experience.,1
Jason Rosales,2023-09-01 21:30:35,95,Exceptional service!,5
Tyler Soto,2023-09-01 01:13:15,120,Frustrating experience.,1
Alexis Roberson,2023-09-02 18:09:52,37,Terrible ambiance.,1
Ryan Hoffman,2023-09-04 06:43:21,209,Could be better.,2
Michael Scott,2023-09-04 21:10:40,527,Perfect ambiance!,5
Jennifer Martin,2023-09-02 05:00:52,515,"Staff was okay, service wasn't.",2
Dr. Matthew Brooks III,2023-09-03 09:26:29,202,Excellent service!,5
Nicole Gross,2023-09-02 19:33:52,307,Friendly staff.,4
Lisa Shelton,2023-09-04 04:06:36,214,Quite enjoyable!,4
Lori Hodge,2023-09-01 08:54:21,401,A bit disappointing.,2
David Dickson,2023-09-02 10:25:19,160,Might come back.,3
Courtney Coleman,2023-09-03 14:43:01,263,It was fine.,3
Joshua Edwards,2023-09-01 15:41:22,341,Horrible service!,1
Michael Jensen,2023-09-04 10:18:20,210,Mediocre at best.,2
Anthony Avila,2023-09-02 16:52:14,28,Terrible ambiance.,1
Walter Carr,2023-09-03 09:46:01,468,Average service.,3
Rachel Flowers,2023-09-04 21:39:10,550,I'm not impressed.,2
Tammy Glass,2023-09-02 14:22:29,536,Terrible ambiance.,1
Jessica Salinas,2023-09-03 17:55:29,104,I'm not impressed.,2
Holly Preston,2023-09-02 19:18:14,235,Terrible ambiance.,1
Tina Mayo,2023-09-04 20:28:12,246,I'd recommend this to a friend.,4
Travis Vargas,2023-09-04 12:43:22,447,"Staff was okay, service wasn't.",2
Curtis Walker,2023-09-02 22:31:28,416,Friendly staff.,4
Ronald Mcclure,2023-09-03 04:20:34,243,Typical visit.,3
Zachary Thompson,2023-09-01 15:49:16,151,Won't be my first choice next time.,2
Kristine Roberts,2023-09-02 07:10:45,304,Service was swift.,4
Elizabeth Hicks,2023-09-02 14:03:01,153,Impressive attention to detail.,5
Jay Mills,2023-09-01 11:43:00,500,Could be better.,2
Alexis Roberson,2023-09-03 10:51:03,229,"Nothing to complain about, but nothing great either.",3
Zachary Smith,2023-09-02 22:27:22,483,Quite enjoyable!,4
Kirk Faulkner,2023-09-03 14:51:16,163,Took too long.,2
Rachael Baker,2023-09-03 09:21:22,56,Frustrating experience.,1
Alexandra Allen,2023-09-03 23:46:44,214,Could be better.,2
Michelle Parsons,2023-09-02 10:01:35,302,Took too long.,2
Alexis Miller,2023-09-04 20:29:44,90,Okay for the price.,3
Chad Dean,2023-09-04 18:31:14,3,Pretty good!,4
Diane Black,2023-09-02 05:41:30,410,Good value for money.,4
Troy Johns,2023-09-03 10:11:00,136,Could be better.,2
Deborah Mclean,2023-09-01 12:05:02,550,Might come back.,3
Anthony Hicks,2023-09-01 06:52:49,365,Very dissatisfied!,1
Cathy Jones,2023-09-02 06:34:28,462,Won't come again.,1
Christina Davis,2023-09-02 12:18:44,425,A bit disappointing.,2
Michael Pierce,2023-09-02 18:47:47,328,"Nothing to complain about, but nothing great either.",3
Christine Sloan,2023-09-04 08:37:08,24,Waste of time.,1
Brenda Norman,2023-09-03 08:42:20,78,It was fine.,3
Joseph Green,2023-09-03 08:53:30,240,Good value for money.,4
Cynthia Baker,2023-09-01 11:54:06,293,Took too long.,2
Courtney Kane,2023-09-04 06:17:33,337,Impressive attention to detail.,5
Christina Espinoza,2023-09-02 01:49:30,255,Took too long.,2
Joshua Watson,2023-09-01 00:50:41,327,Might come back.,3
Jason Russo,2023-09-03 07:57:40,321,Impressive attention to detail.,5
James Morris,2023-09-03 03:58:08,2,It was fine.,3
Donna Branch,2023-09-02 03:07:47,433,Impressive attention to detail.,5
Jason Rosales,2023-09-01 10:59:00,535,Not great.,2
Jennifer Stark,2023-09-02 03:09:55,173,It was okay.,3
Christopher Reid,2023-09-03 02:11:09,262,Had higher expectations.,2
Stephen Anderson,2023-09-04 19:33:28,407,Could be better.,2
David Blackwell,2023-09-01 01:34:08,241,Couldn't have been better!,5
Joshua Owens,2023-09-04 12:07:36,244,Couldn't have been better!,5
Linda Thompson,2023-09-01 04:10:52,360,"Staff was okay, service wasn't.",2
Nicole Gross,2023-09-01 20:26:40,161,"Staff was okay, service wasn't.",2
Rachel Flowers,2023-09-01 13:04:09,233,The worst experience ever!,1
Danielle Bass,2023-09-04 17:46:35,83,Expected better.,2
Elizabeth Hicks,2023-09-04 04:12:55,446,Perfect ambiance!,5
Tammy Simpson,2023-09-02 07:07:01,79,Service was swift.,4
Martin Hayes,2023-09-02 23:32:54,291,Neither good nor bad.,3
David King MD,2023-09-01 03:24:41,102,Couldn't have been better!,5
Dennis Dunn,2023-09-03 06:31:57,150,Excellent service!,5
Christopher Day,2023-09-03 17:34:55,156,Had higher expectations.,2
Brian Dickson,2023-09-03 01:54:40,532,Pretty good!,4
Jay Mills,2023-09-01 05:11:02,141,Waste of time.,1
Brian Johns,2023-09-04 01:38:15,294,Exceptional service!,5
Alexis Miller,2023-09-01 21:29:31,386,The staff went above and beyond.,5
Susan Miles,2023-09-03 22:53:44,257,Highly recommended!,5
Leslie Henderson,2023-09-02 11:10:27,492,It was okay.,3
Benjamin Sparks,2023-09-04 21:51:25,541,Best experience in a while!,5
William Johnson,2023-09-03 10:04:24,545,Quite enjoyable!,4
Matthew Carson,2023-09-01 03:16:44,125,Perfect ambiance!,5
Julie Carter,2023-09-03 20:38:12,160,I'm not impressed.,2
Amanda Simmons,2023-09-03 06:49:00,45,Terrible ambiance.,1
Veronica Rodriguez,2023-09-03 13:27:43,57,Very dissatisfied!,1
Erin Hall,2023-09-04 04:33:32,68,Mediocre at best.,2
Tricia Kelly,2023-09-03 05:48:26,185,Mediocre at best.,2
Melissa Glenn,2023-09-03 02:13:09,431,Won't come again.,1
Heather Tucker,2023-09-02 07:54:06,329,Friendly staff.,4
Leah Nelson,2023-09-04 19:18:51,25,"Nothing to complain about, but nothing great either.",3
Melinda Parker,2023-09-04 22:06:47,34,Will come again.,4
Victoria Clark,2023-09-01 17:02:00,455,Expected better.,2
Jessica Salinas,2023-09-03 22:56:27,387,Perfect ambiance!,5
Oscar Jackson,2023-09-02 15:16:59,392,Took too long.,2
Katie Cooper,2023-09-03 00:44:54,528,Frustrating experience.,1
Stephen Guzman,2023-09-02 20:01:06,222,Couldn't have been better!,5
Patricia Williams,2023-09-01 14:50:29,547,Had higher expectations.,2
James Meza,2023-09-02 16:05:17,126,It was fine.,3
Tammie Torres,2023-09-04 23:46:55,386,Service was decent.,3
Nancy Callahan,2023-09-04 13:22:14,18,Expected better.,2
Larry Ramsey,2023-09-04 15:33:28,426,Took too long.,2
Jeremiah Perez,2023-09-01 15:58:47,337,Quite enjoyable!,4
Amanda Allen,2023-09-04 13:28:03,90,Won't come again.,1
Eric Johnson,2023-09-02 10:03:07,383,Very happy!,5

